Student ID,Profile,HexString,Ethernet MAC,AP Name
6731201172,MFUconnect,f01d.2db6.6030,f01d.2db6.4a94,M3-FL4-AP0450
6731210065,MFUconnect,f01d.2db6.4d70,f01d.2db6.4aa4,AD1-FL2-AP0012
6732501019,MFUconnect,f01d.2db6.51c8,f01d.2db6.4aac,Sak2-FL1-AP1513
6631006142,MFUconnect,f01d.2db6.375c,f01d.2db6.4ab0,Sak2-FL3-AP1542
,,,f01d.2db6.4ab4,C2-FL2-AP0332
63641036,MFUconnect,f01d.2db6.473c,f01d.2db6.4abc,AD1-FL1-AP0022
6631601249,MFUconnect,f01d.2d6d.c488,f01d.2db6.4ac4,Sak2-FL3-AP1541
6532101024,MFUconnect,f01d.2db6.2884,f01d.2db6.4ac8,L4-FL4-AP1054
42340031,MFUconnect,f01d.2db6.52f4,f01d.2db6.4acc,WW-FL5-AP1343
6731006286,MFUconnect,f01d.2db6.2884,f01d.2db6.4ad0,L8-FL3-AP1215
6732403006,MFUconnect_Wi-Fi6,f01d.2db6.9690,f01d.2db6.4ad8,E4A-FL4-AP0227
6732301017,MFUconnect,f01d.2db6.765c,f01d.2db6.4adc,E3A-FL2-AP0180
6631501187,MFUconnect,f01d.2db6.bfd4,f01d.2db6.4ae4,S3-FL5-AP0545
6531804043,MFUconnect,f01d.2db6.973c,f01d.2db6.4ae8,S2-FL4-AP0517
65318001,MFUconnect,f01d.2db6.3108,f01d.2db6.4af8,L7-FL4-AP1209
6731306057,MFUconnect,f01d.2db6.24f8,f01d.2db6.4b00,L7-FL4-AP1208
6731601595,MFUconnect,f01d.2db6.7190,f01d.2db6.4b08,A1-1-FL3-AP1613
,,,f01d.2db6.4b10,AS-FL2-AP0045
6731401011,MFUconnect,f01d.2d6d.3898,f01d.2db6.4b14,AD2-FL1-AP0028
6731806106,MFUconnect,f01d.2db6.5f04,f01d.2db6.4b20,AD1-FL2-AP0014
6731006105,MFUconnect,f01d.2db6.4c54,f01d.2db6.4b24,E4A-FL5-AP0243
,,,f01d.2db6.4b34,A2-3-FL2-AP1719
6731006030,MFUconnect,f01d.2d6d.d2bc,f01d.2db6.4b48,Pool-FL1-AP1931
6731501077,MFUconnect,f01d.2db6.c3f4,f01d.2db6.4b4c,S2-FL3-AP0506
6631901108,MFUconnect,f01d.2db6.2b68,f01d.2db6.4b58,A1-3-FL1-AP1646
,,,f01d.2db6.4b68,A1-1-FL1-AP1597
62387154,MFUconnect,f01d.2db6.580c,f01d.2db6.4b6c,L6-FL4-AP1157
6731201050,MFUconnect,f01d.2db6.8808,f01d.2db6.4b78,L8-FL3-AP1213
,,,f01d.2db6.4b7c,A2-3-FL3-AP1724
59212025,MFUconnect,f01d.2db6.b02c,f01d.2db6.4b84,Sak3-FL4-AP1324
6732402025,MFUconnect,f01d.2db6.700c,f01d.2db6.4b88,M3-FL5-AP0463
6731006290,MFUconnect_Wi-Fi6,f01d.2db6.6c44,f01d.2db6.4b8c,Sak2-FL4-AP1545
48340075,MFUconnect,f01d.2db6.2a14,f01d.2db6.4bb0,D2-FL1-AP0093
6731006077,MFUconnect,f01d.2db6.a108,f01d.2db6.4bb8,L2-FL2-AP0917
6731703003,MFUconnect,f01d.2db6.9b94,f01d.2db6.4bbc,E4A-FL7-AP0275
62261241,MFUconnect,f01d.2db6.85d8,f01d.2db6.4bc4,C4-FL1-AP0383
6371105502,MFUconnect,f01d.2db6.85d8,f01d.2db6.4bcc,M3-FL3-AP0435
6731601578,MFUconnect,f01d.2db6.7eb0,f01d.2db6.4bec,E1-FL4-AP0135
46361016,MFUconnect,f01d.2db6.416c,f01d.2db6.4bf8,Sak3-FL2-AP1581
,,,f01d.2db6.4bfc,AD1-FL2-AP2002
64224281,MFUconnect,f01d.2db6.3238,f01d.2db6.4c0c,C5-FL3-AP0406
6731501090,MFUconnect,f01d.2db6.8fa4,f01d.2db6.4c10,F3-FL4-AP0740
6731503011,MFUconnect,f01d.2db6.7fcc,f01d.2db6.4c28,Sak2-FL4-AP1552
6631804059,MFUconnect,f01d.2db6.8894,f01d.2db6.4c34,F3-FL3-AP0728
,,,f01d.2db6.4c3c,C1-FL3-AP0328
6731806077,MFUconnect_Wi-Fi6,f01d.2db6.86fc,f01d.2db6.4c40,S1-FL1-AP0472
6731703009,MFUconnect,f01d.2db6.9878,f01d.2db6.4c54,L1-FL2-AP0870
6631901062,MFUconnect,f01d.2db6.54dc,f01d.2db6.4c5c,PD-FL1-AP2008
6731601279,MFUconnect,f01d.2db6.765c,f01d.2db6.4c60,Sak2-FL4-AP1547
6431901155,MFUconnect,f01d.2db6.2f64,f01d.2db6.4c68,A1-1-FL1-AP1600
6731203068,MFUconnect_Wi-Fi6,f01d.2db6.a1a8,f01d.2db6.4c70,E3B-FL4-AP0217
6732503003,MFUconnect,f01d.2db6.9c6c,f01d.2db6.4c78,Sak1-FL2-AP1469
6651804003,MFUconnect,f01d.2db6.54b4,f01d.2db6.4c7c,L8-FL6-AP1264
6731501059,MFUconnect,f01d.2d6d.3898,f01d.2db6.4c80,IP-FL3-AP1886
6731201166,MFUconnect,f01d.2db6.9f28,f01d.2db6.4c90,M3-FL4-AP0445
56341093,MFUconnect,f01d.2db6.2794,f01d.2db6.4c98,Sak2-FL2-AP1516
6731601355,MFUconnect,f01d.2db6.5b9c,f01d.2db6.4ca4,S1-FL1-AP0474
6531102030,MFUconnect_Wi-Fi6,f01d.2db6.601c,f01d.2db6.4cac,EP-FL1-AP1833
64218002,MFUconnect,f01d.2db6.85e0,f01d.2db6.4cb0,L7-FL3-AP1193
6431701142,MFUconnect,f01d.2db6.7034,f01d.2db6.4cb4,L7-FL3-AP1190
6632502029,MFUconnect,f01d.2db6.2a78,f01d.2db6.4cc0,M3-FL3-AP0433
6731006073,MFUconnect,f01d.2db6.a450,f01d.2db6.4cc4,HOS-FLB1-AP1793
6732402043,MFUconnect_Wi-Fi6,f01d.2db6.3a50,f01d.2db6.4cd4,S1-FL1-AP0473
6631306020,MFUconnect,f01d.2db6.4140,f01d.2db6.4cdc,L7-FL3-AP1195
50340031,MFUconnect,f01d.2db6.af88,f01d.2db6.4ce4,S1-FL2-AP0476
6531601531,MFUconnect,f01d.2d6d.2674,f01d.2db6.4ce8,E3A-FL2-AP0179
62440044,MFUconnect,f01d.2db6.94f4,f01d.2db6.4cf0,S2-FL4-AP0516
66221119,MFUconnect_Wi-Fi6,f01d.2db6.88d8,f01d.2db6.4cf8,BS-FL2-AP1388
6431701141,MFUconnect,f01d.2db6.7034,f01d.2db6.4d00,S2-FL2-AP0499
6731901092,MFUconnect,f01d.2db6.3a78,f01d.2db6.4d08,AS-FL4-AP0046
,,,f01d.2db6.4d0c,S7B-FL4-AP0619
6731901113,MFUconnect,f01d.2db6.3ccc,f01d.2db6.4d18,L7-FL4-AP1201
6331601051,MFUconnect,f01d.2db6.2884,f01d.2db6.4d24,WW-FL3-AP1302
6731306018,MFUconnect,f01d.2db6.24f8,f01d.2db6.4d28,AD1-FL2-AP0017
6731601283,MFUconnect,f01d.2db6.3804,f01d.2db6.4d40,L8-FL7-AP1267
6731808030,MFUconnect,f01d.2db6.8a4c,f01d.2db6.4d4c,S7A-FL2-AP0581
6732502009,MFUconnect,f01d.2db6.9dec,f01d.2db6.4d54,Sak3-FL2-AP1582
6731601061,MFUconnect,f01d.2db6.80b0,f01d.2db6.4d70,Fitness-FL1-AP1937
6732402018,MFUconnect,f01d.2db6.81f0,f01d.2db6.4d78,IP-FL3-AP1881
6551401503,MFUconnect,f01d.2db6.313c,f01d.2db6.4d9c,E4B-FL5-AP0300
6731501166,MFUconnect,f01d.2db6.a15c,f01d.2db6.4db0,E4A-FL8-AP0282
6631501153,MFUconnect,f01d.2db6.3ce4,f01d.2db6.4db8,A1-1-FL2-AP1604
6732503024,MFUconnect,f01d.2db6.84c0,f01d.2db6.4dc4,WW-FL4-AP1325
6731502001,MFUconnect_Wi-Fi6,f01d.2db6.4538,f01d.2db6.4dd4,IP-FL4-AP1888
,,,f01d.2db6.4ddc,L8-FL7-AP1272
6731006188,MFUconnect,f01d.2db6.9a7c,f01d.2db6.4df0,L7-FL2-AP1182
6431901035,MFUconnect,f01d.2db6.4028,f01d.2db6.4df4,Sak2-FL3-AP1538
,,,f01d.2db6.4df8,HOS-FL2-AP1805
6731601550,MFUconnect,f01d.2db6.a7d4,f01d.2db6.4e00,BS-FL3-AP1393
6732404018,MFUconnect_Wi-Fi6,f01d.2db6.340c,f01d.2db6.4e08,A1-2-FL3-AP1635
,,,f01d.2db6.4e14,Sak1-FL2-AP1464
6631205219,MFUconnect,f01d.2db6.5138,f01d.2db6.4e1c,Sak1-FL4-AP1497
6431901143,MFUconnect,f01d.2db6.2f64,f01d.2db6.4e20,E4A-FL4-AP0235
6732402069,MFUconnect,f01d.2db6.12a0,f01d.2db6.4e28,D1-FL2-AP0079
6732403059,MFUconnect,f01d.2db6.4f68,f01d.2db6.4e38,L4-FL4-AP1056
6731901146,MFUconnect,f01d.2db6.a74c,f01d.2db6.4e40,F4-FL2-AP0757
6731601032,MFUconnect,f01d.2db6.a1c0,f01d.2db6.4e44,A2-3-FL1-AP1718
6432503043,MFUconnect_Wi-Fi6,f01d.2db6.88f8,f01d.2db6.4e50,E2-FL2-AP0154
6731808034,MFUconnect,f01d.2db6.9e08,f01d.2db6.4e7c,S7A-FL2-AP0580
6731205019,MFUconnect,f01d.2db6.c2a4,f01d.2db6.4e80,C1-FL1-AP0302
6732301016,MFUconnect_Wi-Fi6,f01d.2db6.81f0,f01d.2db6.4e84,S1-FL3-AP0488
6731808019,MFUconnect,f01d.2db6.5454,f01d.2db6.4e88,L4-FL4-AP1052
,,,f01d.2db6.4e8c,L4-FL4-AP1045
6731703017,MFUconnect,f01d.2db6.47a4,f01d.2db6.4eac,Sak3-FL1-AP1566
6731205019,MFUconnect,f01d.2db6.c2a4,f01d.2db6.4ec8,WW-FL5-AP1336
6731006028,MFUconnect,f01d.2db6.283c,f01d.2db6.4ecc,A1-1-FL3-AP1619
6732402044,MFUconnect,f01d.2db6.4f98,f01d.2db6.4ed8,Sak1-FL2-AP1465
,,,f01d.2db6.4edc,Sak1-FL4-AP1499
6731207018,MFUconnect_Wi-Fi6,f01d.2db6.5038,f01d.2db6.4ee8,L3-FL1-AP0962
63225017,MFUconnect,f01d.2db6.11e8,f01d.2db6.4ef0,C5-FL3-AP0405
,,,f01d.2db6.4ef8,Sak1-FL4-AP1498
,,,f01d.2db6.4f04,Sak2-FL2-AP1523
6731901080,MFUconnect_Wi-Fi6,f01d.2db6.570c,f01d.2db6.4f0c,E1-FLG-AP0097
6631210035,MFUconnect,f01d.2db6.1b58,f01d.2db6.4f24,L1-FL4-AP0900
62640009,MFUconnect,f01d.2db6.6e2c,f01d.2db6.4f2c,A2-3-FL2-AP1720
6731804001,MFUconnect_Wi-Fi6,f01d.2db6.875c,f01d.2db6.4f34,L8-FL7-AP1269
6731601470,MFUconnect,f01d.2db6.58c0,f01d.2db6.4f38,L8-FL7-AP1266
,,,f01d.2db6.4f3c,S7B-FL5-AP0623
6731807060,MFUconnect,f01d.2db6.6500,f01d.2db6.4f40,L2-FL1-AP0901
,,,f01d.2db6.4f68,Sak2-FL4-AP1548
6731601416,MFUconnect,f01d.2db6.7190,f01d.2db6.4f6c,A2-1-FL3-AP1701
62322142,MFUconnect,f01d.2db6.4ddc,f01d.2db6.4f8c,L2-FL1-AP0904
,,,f01d.2db6.4f90,C5-FL2-AP0397
6731306030,MFUconnect_Wi-Fi6,f01d.2db6.8f10,f01d.2db6.4f94,C5-FL3-AP0411
6731209100,MFUconnect,f01d.2db6.c5f8,f01d.2db6.4f98,L5-FL1-AP1058
,,,f01d.2db6.4fb0,S7B-FL5-AP0625
61340082,MFUconnect,f01d.2db6.46dc,f01d.2db6.4fb4,BS-FL2-AP1387
55318068,MFUconnect,f01d.2db6.5138,f01d.2db6.4fbc,AV-FL4-AP2012
6431701085,MFUconnect,f01d.2db6.4ae8,f01d.2db6.4fc0,L3-FL1-AP0964
6731006065,MFUconnect,f01d.2db6.af64,f01d.2db6.4fc4,L5-FL2-AP1070
6532503005,MFUconnect,f01d.2db6.38cc,f01d.2db6.4fc8,S7A-FL3-AP0585
6731207161,MFUconnect,f01d.2db6.2408,f01d.2db6.4fd0,A2-2-FL1-AP1703
6532301044,MFUconnect,f01d.2db6.5d0c,f01d.2db6.4fec,Sak2-FL4-AP1549
,,,f01d.2db6.4ff0,L3-FL2-AP0972
6731601232,MFUconnect,f01d.2db6.4764,f01d.2db6.4ffc,Football-FL3-AP1929
6731207111,MFUconnect,f01d.2d6d.a56c,f01d.2db6.5004,L7-FL3-AP1196
6732503010,MFUconnect_Wi-Fi6,f01d.2db6.b6b0,f01d.2db6.5008,AD1-FL2-AP0010
6732404069,MFUconnect,f01d.2d6d.d0b8,f01d.2db6.5014,C2-FL3-AP0341
6731503013,MFUconnect_Wi-Fi6,f01d.2db6.b2fc,f01d.2db6.501c,L8-FL6-AP1263
6731501145,MFUconnect,f01d.2db6.b188,f01d.2db6.5024,L8-FL7-AP1268
49213047,MFUconnect,f01d.2db6.46dc,f01d.2db6.5038,L1-FL2-AP0866
6731601434,MFUconnect,f01d.2db6.9690,f01d.2db6.503c,Fitness-FL2-AP1939
6731306078,MFUconnect_Wi-Fi6,f01d.2db6.7cc0,f01d.2db6.5058,D1-FL1-AP0078
6431901156,MFUconnect,f01d.2db6.2f64,f01d.2db6.5060,E4B-FL5-AP0292
,,,f01d.2db6.506c,L2-FL4-AP0948
6531601155,MFUconnect,f01d.2db6.219c,f01d.2db6.5078,AV-FL4-AP0062
6631205120,MFUconnect_Wi-Fi6,f01d.2db6.55e0,f01d.2db6.5088,L5-FL3-AP1085
6731901002,MFUconnect,f01d.2db6.85f4,f01d.2db6.5094,S7A-FL2-AP0582
6731210100,MFUconnect,f01d.2db6.a360,f01d.2db6.5098,AD1-FL2-AP0011
6731203085,MFUconnect_Wi-Fi6,f01d.2db6.4344,f01d.2db6.50a4,E3B-FL2-AP0203
6731006285,MFUconnect,f01d.2db6.1190,f01d.2db6.50a8,Sak2-FL2-AP1524
6731806091,MFUconnect,f01d.2db6.3754,f01d.2db6.50ac,C2-FL2-AP0334
,,,f01d.2db6.50c0,IP-FL3-AP1885
6531203283,MFUconnect,f01d.2db6.30ec,f01d.2db6.50cc,L3-FL2-AP0974
6732404013,MFUconnect,f01d.2db6.c1d8,f01d.2db6.50d0,L7-FL2-AP1180
6731205147,MFUconnect,f01d.2db6.765c,f01d.2db6.50dc,Fitness-FL2-AP1938
6731210084,MFUconnect,f01d.2d6d.d0b8,f01d.2db6.50e8,L3-FL1-AP0953
6632503002,MFUconnect,f01d.2db6.51c8,f01d.2db6.50ec,Sak1-FL3-AP1478
6731407135,MFUconnect,f01d.2db6.9cac,f01d.2db6.50f0,A1-4-FL3-AP1689
6631804016,MFUconnect,f01d.2db6.a034,f01d.2db6.50fc,Sak2-FL3-AP1536
,,,f01d.2db6.5100,A2-1-FL3-AP1700
6731804056,MFUconnect_Wi-Fi6,f01d.2db6.568c,f01d.2db6.5114,C3-FL1-AP0368
6731207037,MFUconnect,f01d.2db6.50a8,f01d.2db6.5118,D1-FL2-AP0081
6731207046,MFUconnect,f01d.2db6.7ef4,f01d.2db6.5128,E2-FL2-AP0155
6731703024,MFUconnect,f01d.2db6.82b0,f01d.2db6.5134,C1-FL2-AP0310
6431701110,MFUconnect,f01d.2db6.9f7c,f01d.2db6.5138,AV-FL3-AP0059
6731601154,MFUconnect,f01d.2d6d.3898,f01d.2db6.5158,C5-FL3-AP0415
6632403008,MFUconnect,f01d.2db6.16f8,f01d.2db6.515c,L4-FL4-AP1049
6731601413,MFUconnect_Wi-Fi6,f01d.2db6.54e8,f01d.2db6.5160,E4A-FL8-AP0281
6731601019,MFUconnect_Wi-Fi6,f01d.2db6.9738,f01d.2db6.5174,IP-FL4-AP1887
6631806027,MFUconnect,f01d.2db6.54dc,f01d.2db6.5178,D1-FL1-AP0075
6731701020,MFUconnect_Wi-Fi6,f01d.2db6.41fc,f01d.2db6.518c,F3-FL3-AP0726
6731804061,MFUconnect,f01d.2db6.98ec,f01d.2db6.5198,AS-FL2-AP0044
6731901073,MFUconnect,f01d.2d6d.de64,f01d.2db6.51a4,AV-FL2-AP0051
6731202089,MFUconnect_Wi-Fi6,f01d.2db6.2f68,f01d.2db6.51b8,AD1-FL2-AP2003
,,,f01d.2db6.51c0,L4-FL4-AP1055
6731006177,MFUconnect,f01d.2db6.970c,f01d.2db6.51c8,AV-FL2-AP0052
6732301076,MFUconnect,f01d.2db6.5454,f01d.2db6.51f4,IP-FL3-AP1884
6731901055,MFUconnect,f01d.2db6.a660,f01d.2db6.51fc,L7-FL1-AP1163
6731601233,MFUconnect,f01d.2db6.12a0,f01d.2db6.5208,E1-FL4-AP0136
44361012,MFUconnect,f01d.2db6.558c,f01d.2db6.5210,Sak1-FL2-AP1467
6732403021,MFUconnect,f01d.2db6.9d30,f01d.2db6.5228,E4B-FL5-AP0296
,,,f01d.2db6.522c,Sak2-FL1-AP1507
6631201124,MFUconnect,f01d.2db6.6d20,f01d.2db6.523c,L3-FL1-AP0961
,,,f01d.2db6.524c,E4A-FL7-AP0274
6731601545,MFUconnect,f01d.2db6.8290,f01d.2db6.5250,E2-FL2-AP0153
,,,f01d.2db6.5254,Botanic-FL2-AP2000
6732502026,MFUconnect,f01d.2db6.8260,f01d.2db6.525c,L7-FL1-AP1162
6731601565,MFUconnect,f01d.2db6.9730,f01d.2db6.5268,E4A-FL4-AP0234
6731601002,MFUconnect,f01d.2db6.9690,f01d.2db6.5278,MKP-FL4-AP1790
6731601264,MFUconnect_Wi-Fi6,f01d.2db6.65e0,f01d.2db6.5284,L3-FL2-AP0975
6732404062,MFUconnect_Wi-Fi6,f01d.2db6.3344,f01d.2db6.528c,Pao-FL4-AP1441
6731207009,MFUconnect,f01d.2db6.3860,f01d.2db6.529c,C2-FL2-AP0333
,,,f01d.2db6.52a8,E4A-FL7-AP0276
6732401001,MFUconnect,f01d.2db6.46f4,f01d.2db6.52ac,L5-FL3-AP1086
6731804012,MFUconnect,f01d.2db6.a0f8,f01d.2db6.52b8,C5-FL3-AP0412
6731601088,MFUconnect_Wi-Fi6,f01d.2db6.981c,f01d.2db6.52c0,Pool-FL1-AP1933
6731006187,MFUconnect_Wi-Fi6,f01d.2db6.a918,f01d.2db6.52d0,S7A-FL2-AP0579
6731601253,MFUconnect_Wi-Fi6,f01d.2db6.c2a4,f01d.2db6.52e4,AV-FL2-AP2011
6732404065,MFUconnect,f01d.2db6.5058,f01d.2db6.52e8,Sak2-FL1-AP1510
66224147,MFUconnect,f01d.2db6.6f90,f01d.2db6.52f4,AD2-FL2-AP2014
6531601181,MFUconnect,f01d.2d6d.eec8,f01d.2db6.52f8,Sak1-FL1-AP1451
6731203057,MFUconnect,f01d.2db6.5c4c,f01d.2db6.5300,A2-3-FL2-AP1721
,,,f01d.2db6.5304,L8-FL7-AP1270
6732301027,MFUconnect,f01d.2db6.8248,f01d.2db6.5314,S7B-FL4-AP0620
,,,f01d.2db6.5324,L3-FL1-AP0963
6731601052,MFUconnect,f01d.2db6.3804,f01d.2db6.5330,L2-FL1-AP0905
6731807013,MFUconnect,f01d.2db6.c1d8,f01d.2db6.5344,A2-2-FL2-AP1707
6731601480,MFUconnect,f01d.2db6.7760,f01d.2db6.534c,A1-2-FL1-AP1624
6731006014,MFUconnect,f01d.2db6.6fc4,f01d.2db6.5354,S1-FL3-AP0486
6731006049,MFUconnect,f01d.2db6.5570,f01d.2db6.5364,E1-FL3-AP0123
6731306011,MFUconnect,f01d.2db6.41f4,f01d.2db6.5374,L7-FL2-AP1181
46215044,MFUconnect,f01d.2db6.4e50,f01d.2db6.5384,A1-1-FL2-AP1605
6731503018,MFUconnect_Wi-Fi6,f01d.2db6.3518,f01d.2db6.538c,BS-FL2-AP1392
6631205028,MFUconnect_Wi-Fi6,f01d.2db6.bae4,f01d.2db6.539c,Pao-FL2-AP1423
66224054,MFUconnect,f01d.2db6.3534,f01d.2db6.53a4,AS-FL3-AP0047
6731209019,MFUconnect_Wi-Fi6,f01d.2db6.5814,f01d.2db6.53b4,C5-FL3-AP0408
6731006061,MFUconnect,f01d.2db6.4e40,f01d.2db6.53d8,D1-FL1-AP0077
,,,f01d.2db6.53dc,E1-FL3-AP0122
,,,f01d.2db6.53e0,L7-FL4-AP1211
6731301101,MFUconnect_Wi-Fi6,f01d.2db6.2ce0,f01d.2db6.53e4,E1-FL3-AP0124
,,,f01d.2db6.53ec,Gym-FL2-AP1908
6371105010,MFUconnect,f01d.2db6.3c2c,f01d.2db6.53fc,Sak1-FL2-AP1459
6731207057,MFUconnect,f01d.2db6.b280,f01d.2db6.5404,L5-FL1-AP1059
6732403008,MFUconnect_Wi-Fi6,f01d.2db6.a0f8,f01d.2db6.5408,E2-FLB-AP0140
6732403019,MFUconnect,f01d.2db6.7e54,f01d.2db6.5414,S7A-FL2-AP0577
6731601023,MFUconnect_Wi-Fi6,f01d.2db6.765c,f01d.2db6.5430,S4-FL1-AP0555
6731306025,MFUconnect_Wi-Fi6,f01d.2db6.3070,f01d.2db6.543c,C5-FL3-AP0403
6732503054,MFUconnect,f01d.2db6.a264,f01d.2db6.5440,Sak1-FL3-AP1474
6731207011,MFUconnect,f01d.2db6.9e08,f01d.2db6.5448,E4A-FL7-AP0279
,,,f01d.2db6.5454,L4-FL4-AP1047
6731701003,MFUconnect,f01d.2db6.86ec,f01d.2db6.5478,S7A-FL3-AP0587
6731501070,MFUconnect,f01d.2db6.c5d0,f01d.2db6.5488,MKP-FL4-AP1782
6732502005,MFUconnect,f01d.2db6.990c,f01d.2db6.5490,L1-FL2-AP0862
6731601104,MFUconnect_Wi-Fi6,f01d.2db6.3694,f01d.2db6.54b4,L3-FL1-AP0965
6531401023,MFUconnect,f01d.2db6.50a4,f01d.2db6.54bc,S7B-FL5-AP0624
,,,f01d.2db6.54d0,Pao-FL2-AP1422
6731601498,MFUconnect_Wi-Fi6,f01d.2db6.9ab8,f01d.2db6.54dc,Football-FL2-AP1927
45362030,MFUconnect_Wi-Fi6,f01d.2db6.51a4,f01d.2db6.54e4,Pool-FL1-AP1930
,,,f01d.2db6.54e8,Pool-FL1-AP1932
6731601024,MFUconnect,f01d.2db6.2378,f01d.2db6.5508,Sak3-FL4-AP1274
6631210096,MFUconnect,f01d.2db6.2b88,f01d.2db6.551c,S3-FL2-AP0529
6431503004,MFUconnect,f01d.2db6.40c0,f01d.2db6.5534,L2-FL1-AP0909
6732502001,MFUconnect_Wi-Fi6,f01d.2db6.8260,f01d.2db6.5540,C5-FL2-AP0393
6731205016,MFUconnect,f01d.2db6.4fec,f01d.2db6.5550,A1-1-FL1-AP1603
6731301059,MFUconnect,f01d.2db6.81cc,f01d.2db6.555c,Football-FL3-AP1928
6732403080,MFUconnect,f01d.2db6.2b6c,f01d.2db6.5560,Fitness-FL1-AP1936
6732301021,MFUconnect_Wi-Fi6,f01d.2db6.528c,f01d.2db6.5564,BS-FL2-AP1391
6531207010,MFUconnect,f01d.2db6.9644,f01d.2db6.5568,E1-FL3-AP0118
6731601176,MFUconnect,f01d.2db6.3de8,f01d.2db6.5570,Sak2-FL4-AP1550
6731006181,MFUconnect,f01d.2db6.9738,f01d.2db6.5588,L8-FL6-AP1262
,,,f01d.2db6.558c,S7B-FL2-AP0595
6731006030,MFUconnect,f01d.2d6d.d2bc,f01d.2db6.5590,L5-FL1-AP1068
6731306079,MFUconnect,f01d.2db6.9740,f01d.2db6.559c,AS-FL3-AP2005
6431901127,MFUconnect,f01d.2db6.077c,f01d.2db6.55a0,A2-2-FL1-AP1706
,,,f01d.2db6.55b4,S7B-FL5-AP0626
45340087,MFUconnect,f01d.2db6.4998,f01d.2db6.55bc,C2-FL2-AP0337
6731306048,MFUconnect_Wi-Fi6,f01d.2db6.7fcc,f01d.2db6.55c0,E4A-FL5-AP0245
6531207010,MFUconnect,f01d.2db6.9644,f01d.2db6.55c8,L7-FL1-AP1166
6331203066,MFUconnect,f01d.2db6.4590,f01d.2db6.55cc,Football-FL2-AP1924
6631804001,MFUconnect,f01d.2db6.794c,f01d.2db6.55d0,Sak2-FL1-AP1508
6731203050,MFUconnect,f01d.2d6d.efdc,f01d.2db6.55d8,S7A-FL2-AP0583
6731502031,MFUconnect,f01d.2db6.5b9c,f01d.2db6.55e0,Sak1-FL2-AP1458
6732502073,MFUconnect,f01d.2db6.6f20,f01d.2db6.55e8,A1-4-FL1-AP1674
50340021,MFUconnect,f01d.2db6.779c,f01d.2db6.55f0,M3-FL6-AP0468
6532404044,MFUconnect,f01d.2db6.3070,f01d.2db6.55fc,F3-FL3-AP0727
6731105012,MFUconnect,f01d.2db6.b4d8,f01d.2db6.5600,E1-FL3-AP0119
6731503106,MFUconnect,f01d.2db6.4f24,f01d.2db6.560c,C5-FL2-AP0396
6731601569,MFUconnect_Wi-Fi6,f01d.2db6.b188,f01d.2db6.5610,S1-FL4-AP0489
6731207046,MFUconnect,f01d.2db6.7ef4,f01d.2db6.5620,F3-FL3-AP0723
6631301093,MFUconnect,f01d.2db6.3fa4,f01d.2db6.5624,WW-FL3-AP1307
,,,f01d.2db6.5630,D1-FL3-AP1980
,,,f01d.2db6.5634,S7A-FL1-AP0574
6732403012,MFUconnect,f01d.2db6.4fec,f01d.2db6.5638,F3-FL3-AP0722
6632503018,MFUconnect,f01d.2db6.51c8,f01d.2db6.564c,LP-FL2-AP1898
6732404043,MFUconnect,f01d.2db6.9e4c,f01d.2db6.5658,E2-FL4-AP0174
6531804010,MFUconnect,f01d.2db6.a034,f01d.2db6.5668,L8-FL7-AP1271
6631804040,MFUconnect,f01d.2db6.a164,f01d.2db6.5684,C5-FL3-AP0414
,,,f01d.2db6.5688,Sak1-FL1-AP1452
6731601030,MFUconnect,f01d.2db6.a214,f01d.2db6.568c,L5-FL2-AP1076
6732502065,MFUconnect,f01d.2db6.762c,f01d.2db6.569c,E4B-FL5-AP0299
6731201038,MFUconnect_Wi-Fi6,f01d.2db6.4980,f01d.2db6.56a0,AD2-FL2-AP2016
6731606001,MFUconnect,f01d.2db6.340c,f01d.2db6.56b4,L4-FL4-AP1048
6732402158,MFUconnect,f01d.2db6.6d18,f01d.2db6.56b8,A2-1-FL1-AP1692
6731306061,MFUconnect,f01d.2db6.742c,f01d.2db6.56e4,E4B-FL5-AP0297
58361106,MFUconnect,f01d.2db6.3a64,f01d.2db6.56e8,E4A-FL4-AP0238
,,,f01d.2db6.56f0,Sak2-FL3-AP1540
58214203,MFUconnect,f01d.2db6.71a4,f01d.2db6.570c,Fitness-FL1-AP1934
67322012,MFUconnect_Wi-Fi6,f01d.2db6.9838,f01d.2db6.5724,BS-FL3-AP1395
6731601374,MFUconnect,f01d.2db6.2378,f01d.2db6.5758,WW-FL5-AP1340
67225003,MFUconnect,f01d.2db6.2c0c,f01d.2db6.575c,A1-4-FL3-AP1690
6531102001,MFUconnect,f01d.2db6.2b54,f01d.2db6.5764,F4-FL4-AP0778
6431306101,MFUconnect,f01d.2db6.50d0,f01d.2db6.5770,A1-1-FL2-AP1607
6731201003,MFUconnect_Wi-Fi6,f01d.2db6.4a48,f01d.2db6.5778,M3-FL6-AP0469
6732402208,MFUconnect,f01d.2db6.4c10,f01d.2db6.5788,E4A-FL4-AP0233
,,,f01d.2db6.57a0,S3-FL1-AP0523
,,,f01d.2db6.57b4,Sak1-FL2-AP1460
49461065,MFUconnect,f01d.2db6.ac2c,f01d.2db6.57c0,Sak2-FL4-AP1546
,,,f01d.2db6.57d4,E4B-FL5-AP0291
6631209015,MFUconnect_Wi-Fi6,f01d.2db6.0910,f01d.2db6.57dc,BS-FL4-AP1405
