Student ID,Profile,HexString,Ethernet MAC,AP Name
,,,00b6.7064.5c98,AS-FL2-RE203
6731601099,MFUconnect,f01d.2db6.41f4,00b6.7094.0160,Mushroom2
6731203056,MFUconnect,f01d.2db6.65e0,488b.0a87.7b20,L2-FL4-AP0952
6451401005,MFUconnect,f01d.2db6.1898,548a.bafc.2568,AS-FL3-MIS
,,,548a.bafc.5cc8,S6-2-FL1-AP2018
6732402082,MFUconnect,f01d.2db6.700c,70f3.5a54.2d18,Mushroom1
48210039,MFUconnect,f01d.2db6.380c,f01d.2db6.bfd4,L3-FL3-AP0983
,,,f01d.2db6.c028,L7-FL1-AP1173
65641037,MFUconnect,f01d.2db6.4720,f01d.2db6.c068,C5-FL3-AP0400
,,,f01d.2db6.c0e0,L3-FL1-AP0958
,,,f01d.2db6.c0f8,L7-FL2-AP1176
62210069,MFUconnect,f01d.2db6.8200,f01d.2db6.c190,L5-FL2-AP1071
5971102002,MFUconnect,f01d.2db6.4d00,f01d.2db6.c1d8,L4-FL1-AP1006
6271105009,MFUconnect,f01d.2db6.3f8c,f01d.2db6.c23c,L6-FL1-AP1114
6271105508,MFUconnect,f01d.2db6.55b4,f01d.2db6.c244,L3-FL3-AP0982
6531207006,MFUconnect,f01d.2db6.4070,f01d.2db6.c25c,L8-FL7-AP1280
6732501037,MFUconnect,f01d.2db6.568c,f01d.2db6.c260,E4A-FL6-AP0260
6431901058,MFUconnect,f01d.2db6.771c,f01d.2db6.c2a4,L3-FL3-AP0989
,,,f01d.2db6.c2b0,L3-FL2-AP0967
6631210101,MFUconnect,f01d.2db6.0eec,f01d.2db6.c300,Sak3-FL2-AP1575
6732501058,MFUconnect_Wi-Fi6,f01d.2db6.12a0,f01d.2db6.c310,C1-FL3-AP0325
6731006229,MFUconnect,f01d.2db6.c068,f01d.2db6.c318,L6-FL4-AP1158
6732502035,MFUconnect,f01d.2db6.55fc,f01d.2db6.c32c,L2-FL4-AP0947
6431901130,MFUconnect,f01d.2db6.077c,f01d.2db6.c360,M3-FL4-AP0452
58341077,MFUconnect,f01d.2db6.2ee4,f01d.2db6.c3a0,EP-FL2-AP1840
6731407133,MFUconnect,f01d.2db6.a0fc,f01d.2db6.c3c8,A1-1-FL2-AP1608
56212106,MFUconnect,f01d.2db6.53dc,f01d.2db6.c3dc,S3-FL2-AP0530
,,,f01d.2db6.c3e4,L7-FL1-AP1171
6731209093,MFUconnect_Wi-Fi6,f01d.2db6.98ac,f01d.2db6.c3f4,L3-FL4-AP1001
6531601205,MFUconnect,f01d.2db6.8700,f01d.2db6.c4f4,BS-FL1-AP1379
,,,f01d.2db6.c514,L3-FL2-AP0966
6731806013,MFUconnect,f01d.2db6.69b4,f01d.2db6.c51c,Sak3-FL4-AP1295
6731601536,MFUconnect,f01d.2db6.a1e4,f01d.2db6.c538,L6-FL1-AP1117
6731301088,MFUconnect,f01d.2db6.2b6c,f01d.2db6.c59c,L3-FL4-AP1004
,,,f01d.2db6.c5ac,EP-FL3-AP1844
6731209041,MFUconnect,f01d.2db6.560c,f01d.2db6.c5d0,L3-FL4-AP1003
48217153,MFUconnect,f01d.2db6.7d54,f01d.2db6.c5e8,L4-FL3-AP1043
64340113,MFUconnect,f01d.2db6.2a14,f01d.2db6.c5f8,L4-FL1-AP1012
67212038,MFUconnect,f01d.2db6.2884,f01d.2db6.c6f8,L5-FL4-AP1107
6731207191,MFUconnect,f01d.2db6.8100,f01d.2db6.c718,L5-FL2-AP1073
6731601535,MFUconnect,f01d.2db6.875c,f01d.2db6.c768,M3-FL2-AP0429
6732404004,MFUconnect,f01d.2db6.16f8,f01d.2db6.c804,L3-FL3-AP0980
6731901088,MFUconnect,f01d.2db6.85ec,f01d.2db6.c8c8,L5-FL4-AP1105
6731006182,MFUconnect_Wi-Fi6,f01d.2db6.8060,f01d.2db7.38d0,Pao-FL1-AP1411
6631806011,MFUconnect,f01d.2db6.b1a8,f01d.2db7.3a38,A1-4-FL3-AP1685
,,,488b.0af0.d2cc,L7-FL4-AP1212
6731601346,MFUconnect,f01d.2d6d.d0b8,488b.0af1.05f8,L7-FL3-AP1188
,,,488b.0af1.0750,L7-FL2-AP1174
,,,488b.0af1.09bc,C5-FL4-AP0423
6731203188,MFUconnect,f01d.2db6.52a8,488b.0af1.0e2c,L5-FL4-AP1108
6731503027,MFUconnect,f01d.2db6.4fc8,488b.0af1.107c,M3-FL2-AP0427
6531501129,MFUconnect,f01d.2db6.3fa8,488b.0af1.1ad4,L5-FL2-AP1072
6731203041,MFUconnect,f01d.2db6.8a7c,488b.0af1.4438,L5-FL2-AP1075
6731006170,MFUconnect,f01d.2db6.7f74,f01d.2d6d.1964,C5-FL3-AP0413
6731901082,MFUconnect_Wi-Fi6,f01d.2db6.7ac8,f01d.2d6d.2674,C1-FL3-AP0321
6731202043,MFUconnect,f01d.2db6.7d88,f01d.2d6d.2930,WW-FL4-AP1329
6731006044,MFUconnect,f01d.2db6.4c60,f01d.2d6d.2df4,WW-FL4-AP1327
6732301049,MFUconnect_Wi-Fi6,f01d.2db6.85ec,f01d.2d6d.3804,M3-FL2-AP0425
6531601396,MFUconnect,f01d.2db6.84f4,f01d.2d6d.3898,Sak2-FL2-AP1522
