Student ID,Profile,HexString,Ethernet MAC,AP Name
,,,00b6.7064.5c98,AS-FL2-RE203
65212262,MFUconnect,f01d.2db6.47d4,00b6.7094.0160,Mushroom2
6731601099,MFUconnect,f01d.2db6.41f4,488b.0a87.7b20,L2-FL4-AP0952
6731203056,MFUconnect,f01d.2db6.65e0,548a.bafc.2568,AS-FL3-MIS
6451401005,MFUconnect,f01d.2db6.1898,548a.bafc.5cc8,S6-2-FL1-AP2018
,,,70f3.5a54.2d18,Mushroom1
6732402082,MFUconnect,f01d.2db6.700c,f01d.2db6.bfd4,L3-FL3-AP0983
48210039,MFUconnect,f01d.2db6.380c,f01d.2db6.c028,L7-FL1-AP1173
,,,f01d.2db6.c068,C5-FL3-AP0400
65641037,MFUconnect,f01d.2db6.4720,f01d.2db6.c0e0,L3-FL1-AP0958
,,,f01d.2db6.c0f8,L7-FL2-AP1176
,,,f01d.2db6.c190,L5-FL2-AP1071
62210069,MFUconnect,f01d.2db6.8200,f01d.2db6.c1d8,L4-FL1-AP1006
6231006045,MFUconnect,f01d.2db6.4e28,f01d.2db6.c23c,L6-FL1-AP1114
5971102002,MFUconnect,f01d.2db6.4d00,f01d.2db6.c244,L3-FL3-AP0982
6271105009,MFUconnect,f01d.2db6.3f8c,f01d.2db6.c25c,L8-FL7-AP1280
6271105508,MFUconnect,f01d.2db6.55b4,f01d.2db6.c260,E4A-FL6-AP0260
6531207006,MFUconnect,f01d.2db6.308c,f01d.2db6.c2a4,L3-FL3-AP0989
6732501037,MFUconnect,f01d.2db6.568c,f01d.2db6.c2b0,L3-FL2-AP0967
6431901058,MFUconnect,f01d.2db6.771c,f01d.2db6.c300,Sak3-FL2-AP1575
,,,f01d.2db6.c310,C1-FL3-AP0325
6631210101,MFUconnect,f01d.2db6.77d8,f01d.2db6.c318,L6-FL4-AP1158
6732501058,MFUconnect_Wi-Fi6,f01d.2db6.12a0,f01d.2db6.c32c,L2-FL4-AP0947
6731006229,MFUconnect,f01d.2db6.c068,f01d.2db6.c360,M3-FL4-AP0452
6732502035,MFUconnect,f01d.2db6.55fc,f01d.2db6.c3a0,EP-FL2-AP1840
6431901130,MFUconnect,f01d.2db6.077c,f01d.2db6.c3c8,A1-1-FL2-AP1608
58341077,MFUconnect,f01d.2db6.2ee4,f01d.2db6.c3dc,S3-FL2-AP0530
6731407133,MFUconnect,f01d.2db6.a0fc,f01d.2db6.c3e4,L7-FL1-AP1171
56212106,MFUconnect,f01d.2db6.3d48,f01d.2db6.c3f4,L3-FL4-AP1001
6731601594,MFUconnect_Wi-Fi6,f01d.2db6.3838,f01d.2db6.c4f4,BS-FL1-AP1379
6731209093,MFUconnect_Wi-Fi6,f01d.2db6.98ac,f01d.2db6.c514,L3-FL2-AP0966
6531601205,MFUconnect,f01d.2db6.8700,f01d.2db6.c51c,Sak3-FL4-AP1295
,,,f01d.2db6.c538,L6-FL1-AP1117
6731806013,MFUconnect,f01d.2db6.69b4,f01d.2db6.c59c,L3-FL4-AP1004
6731601536,MFUconnect,f01d.2db6.a1e4,f01d.2db6.c5ac,EP-FL3-AP1844
6731301088,MFUconnect,f01d.2db6.2b6c,f01d.2db6.c5d0,L3-FL4-AP1003
,,,f01d.2db6.c5e8,L4-FL3-AP1043
6731209041,MFUconnect,f01d.2db6.560c,f01d.2db6.c5f8,L4-FL1-AP1012
6731006105,MFUconnect,f01d.2db6.a3a8,f01d.2db6.c6f8,L5-FL4-AP1107
48217153,MFUconnect,f01d.2db6.7d54,f01d.2db6.c718,L5-FL2-AP1073
64340113,MFUconnect,f01d.2db6.2a14,f01d.2db6.c768,M3-FL2-AP0429
67212038,MFUconnect,f01d.2db6.2884,f01d.2db6.c804,L3-FL3-AP0980
6731601535,MFUconnect,f01d.2db6.875c,f01d.2db6.c8c8,L5-FL4-AP1105
6732404004,MFUconnect,f01d.2db6.16f8,f01d.2db7.38d0,Pao-FL1-AP1411
6731901088,MFUconnect,f01d.2db6.7ac8,f01d.2db7.3a38,A1-4-FL3-AP1685
6731006182,MFUconnect_Wi-Fi6,f01d.2db6.8060,488b.0af0.d2cc,L7-FL4-AP1212
6631806011,MFUconnect,f01d.2db6.b1a8,488b.0af1.05f8,L7-FL3-AP1188
6731601346,MFUconnect,f01d.2d6d.d0b8,488b.0af1.0750,L7-FL2-AP1174
6731601101,MFUconnect_Wi-Fi6,f01d.2db6.78e4,488b.0af1.09bc,C5-FL4-AP0423
,,,488b.0af1.0e2c,L5-FL4-AP1108
6731203188,MFUconnect,f01d.2db6.52a8,488b.0af1.107c,M3-FL2-AP0427
6731503027,MFUconnect,f01d.2db6.4fc8,488b.0af1.1ad4,L5-FL2-AP1072
6531501129,MFUconnect,f01d.2db6.3fa8,488b.0af1.4438,L5-FL2-AP1075
63440009,MFUconnect,f01d.2db6.3b8c,f01d.2d6d.1964,C5-FL3-AP0413
6731203041,MFUconnect,f01d.2db6.8a7c,f01d.2d6d.2674,C1-FL3-AP0321
6731006170,MFUconnect,f01d.2db6.7f74,f01d.2d6d.2930,WW-FL4-AP1329
6731901082,MFUconnect_Wi-Fi6,f01d.2db6.7ac8,f01d.2d6d.2df4,WW-FL4-AP1327
6731202043,MFUconnect,f01d.2db6.7d88,f01d.2d6d.3804,M3-FL2-AP0425
6731006044,MFUconnect,f01d.2db6.4c60,f01d.2d6d.3898,Sak2-FL2-AP1522
6732301049,MFUconnect_Wi-Fi6,f01d.2db6.85ec,f01d.2d6d.4bc8,Sak1-FL4-AP1487
6531601396,MFUconnect,f01d.2db6.84f4,f01d.2d6d.5a80,E3B-FL4-AP0215
6632402024,MFUconnect_Wi-Fi6,f01d.2d6d.a224,f01d.2d6d.60e0,Sak1-FL4-AP1489
6731203032,MFUconnect,f01d.2db6.7914,f01d.2d6d.6654,EP-FL3-AP1842
6731804010,MFUconnect,f01d.2db6.66e4,f01d.2d6d.762c,Sak1-FL2-AP1462
6732402158,MFUconnect,f01d.2db6.6d18,f01d.2d6d.78d4,L7-FL3-AP1192
6732401017,MFUconnect,f01d.2db6.4934,f01d.2d6d.7d64,AD1-FL2-AP0013
,,,f01d.2d6d.7d98,S7A-FL2-AP0576
6531601402,MFUconnect,f01d.2db6.4cb0,f01d.2d6d.7e14,M3-FL6-AP0471
6732501064,MFUconnect,f01d.2db6.7cc0,f01d.2d6d.7f20,BS-FL3-AP1394
6731201003,MFUconnect_Wi-Fi6,f01d.2db6.b54c,f01d.2d6d.84f8,F3-FL4-AP0739
6731601236,MFUconnect,f01d.2db6.2dc4,f01d.2d6d.85b4,E3A-FL2-AP0477
6731601416,MFUconnect,f01d.2db6.7190,f01d.2d6d.866c,D1-FL3-AP0090
6732404089,MFUconnect,f01d.2db6.7d90,f01d.2d6d.86fc,EP-FL4-AP1853
66387059,MFUconnect,f01d.2db6.7ac8,f01d.2d6d.8fdc,C1-FL2-AP0315
6731203068,MFUconnect_Wi-Fi6,f01d.2db6.4228,f01d.2d6d.932c,A1-3-FL1-AP1643
6731301029,MFUconnect,f01d.2db6.81a4,f01d.2d6d.94e4,M3-FL1-AP0032
64261066,MFUconnect_Wi-Fi6,f01d.2db6.3e08,f01d.2d6d.9578,C4-FL1-AP0381
,,,f01d.2d6d.a224,C5-FL3-AP0407
,,,f01d.2d6d.a23c,A2-2-FL3-AP1711
6731201045,MFUconnect,f01d.2db6.6b74,f01d.2d6d.a56c,F4-FL4-AP0779
6732402041,MFUconnect,f01d.2db6.5620,f01d.2d6d.ac40,AD2-FL3-AP0035
49340020,MFUconnect,f01d.2db6.41ec,f01d.2d6d.c44c,C1-FL2-AP0309
6731701088,MFUconnect_Wi-Fi6,f01d.2db6.31f0,f01d.2d6d.c488,E2-FL2-AP0151
,,,f01d.2d6d.c4c4,L6-FL1-AP1112
6731201011,MFUconnect,f01d.2db6.a0d4,f01d.2d6d.c60c,S7A-FL1-AP0573
6731201051,MFUconnect,f01d.2db6.6b74,f01d.2d6d.c658,EP-FL3-AP1845
,,,f01d.2d6d.c978,AV-FL2-AP0054
6731209052,MFUconnect,f01d.2db6.560c,f01d.2d6d.c9b8,L7-FL2-AP1179
6431807032,MFUconnect,f01d.2db6.bfc0,f01d.2d6d.cdc0,E2-FL2-AP0158
,,,f01d.2d6d.ce84,L7-FL2-AP1184
6731203003,MFUconnect,f01d.2db6.7914,f01d.2d6d.cef8,L3-FL3-AP0985
56340154,MFUconnect,f01d.2db6.41ec,f01d.2d6d.d0b8,F3-FL2-AP0719
59218123,MFUconnect,f01d.2db6.49b0,f01d.2d6d.d2bc,Sak3-FL1-AP1565
6731006192,MFUconnect,f01d.2db6.c068,f01d.2d6d.d5d4,M3-FL6-AP0470
46360073,MFUconnect,f01d.2db6.3ce4,f01d.2d6d.d658,MKP-FL4-AP1783
6732502070,MFUconnect,f01d.2db6.4ac8,f01d.2d6d.d69c,L2-FL3-AP0932
,,,f01d.2d6d.dbe4,F3-FL3-AP0724
,,,f01d.2d6d.ddfc,E4A-FL6-AP0266
6631501142,MFUconnect,f01d.2db6.2884,f01d.2d6d.de64,D1-FL2-AP0085
6531205505,MFUconnect,f01d.2db6.8610,f01d.2d6d.dff4,Fitness-FL1-AP1935
6532402039,MFUconnect,f01d.2db6.63c0,f01d.2d6d.e0a8,L4-FL3-AP1041
51360005,MFUconnect,f01d.2db6.5008,f01d.2d6d.e448,L8-FL6-AP1255
49364122,MFUconnect,f01d.2db6.4f94,f01d.2d6d.e454,L3-FL2-AP0971
64221169,MFUconnect,f01d.2db6.68a4,f01d.2d6d.e5c8,L1-FL4-AP0893
6431804169,MFUconnect,f01d.2db6.4624,f01d.2d6d.e674,L8-FL4-AP1220
6731301091,MFUconnect,f01d.2db6.7638,f01d.2d6d.e730,L8-FL4-AP1232
,,,f01d.2d6d.e78c,A2-3-FL3-AP1725
66340055,MFUconnect,f01d.2db6.a34c,f01d.2d6d.e9c0,F5-FL4-AP0808
6731601173,MFUconnect,f01d.2db6.81bc,f01d.2d6d.eb64,E2-FL3-AP0168
,,,f01d.2d6d.ee5c,E2-FL2-AP0152
52218221,MFUconnect,f01d.2db6.29e0,f01d.2d6d.eeb8,Sak1-FL2-AP1468
64340013,MFUconnect,f01d.2db6.78c0,f01d.2d6d.eec8,E1-FL4-AP0133
53360183,MFUconnect,f01d.2db6.53a4,f01d.2d6d.efdc,F3-FL2-AP0721
6731601142,MFUconnect,f01d.2db6.66e4,f01d.2d6d.f0d8,F3-FL1-AP0709
,,,f01d.2d6d.f18c,E2-FL4-AP0169
6432503078,MFUconnect,f01d.2db6.55c8,f01d.2d6d.f1b8,S1-FL3-AP0485
6731601402,MFUconnect,f01d.2db6.5f40,f01d.2d6d.f390,Sak2-FL2-AP1528
,,,f01d.2d6d.fa0c,EP-FL4-AP1857
6451811004,MFUconnect,f01d.2db6.4c70,f01d.2d6d.fffc,A1-2-FL2-AP1634
61441025,MFUconnect,f01d.2db6.2d20,f01d.2db6.0030,A1-2-FL2-AP1630
6731210083,MFUconnect,f01d.2db6.8038,f01d.2db6.0314,A1-2-FL2-AP1627
6731207021,MFUconnect_Wi-Fi6,f01d.2db6.86d4,f01d.2db6.0394,E4A-FL3-AP1821
54361202,MFUconnect,f01d.2db6.51b8,f01d.2db6.0608,A1-4-FL3-AP1688
61212038,MFUconnect_Wi-Fi6,f01d.2db6.5568,f01d.2db6.077c,E2-FLG-AP1824
6431601212,MFUconnect,f01d.2d6d.2674,f01d.2db6.07ec,L3-FL3-AP0987
,,,f01d.2db6.0910,L3-FL2-AP0973
6732403038,MFUconnect,f01d.2db6.3804,f01d.2db6.0970,Sak3-FL2-AP1577
6731701001,MFUconnect,f01d.2db6.7948,f01d.2db6.098c,L5-FL4-AP1098
57440006,MFUconnect,f01d.2db6.bb08,f01d.2db6.0a24,C5-FL2-AP0394
6731503044,MFUconnect,f01d.2db6.5920,f01d.2db6.0d10,AV-FL5-AP0069
6731006281,MFUconnect_Wi-Fi6,f01d.2db6.ab0c,f01d.2db6.0dd4,Sak3-FL3-AP1225
6731203029,MFUconnect,f01d.2db6.7914,f01d.2db6.0eec,E2-FL3-AP0167
6731203227,MFUconnect_Wi-Fi6,f01d.2db6.4228,f01d.2db6.0f18,L1-FL4-AP0895
48360136,MFUconnect,f01d.2db6.56a0,f01d.2db6.0f60,E4A-FL3-AP0229
6531901055,MFUconnect,f01d.2db6.c0f8,f01d.2db6.0f9c,L3-FL4-AP0997
6732404040,MFUconnect,f01d.2db6.5178,f01d.2db6.100c,C4-FL1-AP0388
66341080,MFUconnect,f01d.2db6.5198,f01d.2db6.113c,WW-FL5-AP1337
6631901014,MFUconnect,f01d.2db6.1664,f01d.2db6.1190,L4-FL3-AP1034
,,,f01d.2db6.11e8,E3A-FL4-AP0190
6552301011,MFUconnect,f01d.2db6.1898,f01d.2db6.1204,E4A-FL4-AP0239
6431701025,MFUconnect,f01d.2db6.48f4,f01d.2db6.12a0,Sak2-FL2-AP1520
6532404045,MFUconnect,f01d.2db6.6480,f01d.2db6.12c0,WW-FL2-AP1296
6731006233,MFUconnect,f01d.2db6.c068,f01d.2db6.12f4,L4-FL3-AP1032
6431901036,MFUconnect,f01d.2db6.7448,f01d.2db6.132c,Sak3-FL2-AP1579
6431006159,MFUconnect,f01d.2db6.310c,f01d.2db6.1420,C1-FL3-AP0327
6731202014,MFUconnect,f01d.2db6.5014,f01d.2db6.1428,E4A-FL7-AP0270
47210049,MFUconnect,f01d.2db6.5658,f01d.2db6.1570,E4A-FL8-AP0285
6731203064,MFUconnect_Wi-Fi6,f01d.2db6.7e84,f01d.2db6.159c,AS-FL1-AP0039
6731205016,MFUconnect,f01d.2db6.c260,f01d.2db6.1664,D1-FL1-AP0073
65641038,MFUconnect,f01d.2db6.51f4,f01d.2db6.16a0,Sak3-FL1-AP1560
6731606005,MFUconnect,f01d.2db6.5138,f01d.2db6.16b4,L2-FL1-AP0912
,,,f01d.2db6.16bc,E4A-FL7-AP0277
,,,f01d.2db6.16f8,D1-FL2-AP0088
6731806017,MFUconnect_Wi-Fi6,f01d.2db6.69b4,f01d.2db6.1770,M3-FL3-AP0441
6731606029,MFUconnect,f01d.2db6.4934,f01d.2db6.17b4,L6-FL4-AP1151
45340018,MFUconnect,f01d.2db6.5098,f01d.2db6.17fc,AS-FL1-AP0042
6632402018,MFUconnect,f01d.2db6.5374,f01d.2db6.1854,E4A-FL7-AP0271
6632101039,MFUconnect,f01d.2db6.3ccc,f01d.2db6.1898,E4A-FL5-AP0242
6731601563,MFUconnect,f01d.2db6.c32c,f01d.2db6.18d0,EP-FL5-AP1865
6732301068,MFUconnect,f01d.2db6.85ec,f01d.2db6.1904,L6-FL1-AP1111
6731806103,MFUconnect,f01d.2db6.8200,f01d.2db6.1914,AD2-FL3-AP0038
6731701016,MFUconnect_Wi-Fi6,f01d.2db6.b4d8,f01d.2db6.1960,L7-FL3-AP1167
6731901077,MFUconnect_Wi-Fi6,f01d.2db6.7ac8,f01d.2db6.197c,E4A-FL4-AP0298
6731102006,MFUconnect,f01d.2db6.a908,f01d.2db6.1a24,WW-FL4-AP1326
,,,f01d.2db6.1b1c,EP-FL4-AP1852
,,,f01d.2db6.1b58,EP-FL4-AP1856
6731201008,MFUconnect_Wi-Fi6,f01d.2db6.a818,f01d.2db6.1b74,E4A-FL4-AP0241
6731210040,MFUconnect,f01d.2db6.4f90,f01d.2db6.1bc8,6999-FL1-AP2013
6731501007,MFUconnect,f01d.2db6.543c,f01d.2db6.1db4,AS-FL1-AP0041
52214130,MFUconnect_Wi-Fi6,f01d.2db6.403c,f01d.2db6.1df0,L6-FL2-AP1126
